Trip_ID,Date,Pickup_Time,Pickup_Location_ID,Pickup_Location,Drop_Location_ID,Drop_Location,Driver_ID,Vehicle_ID,Trip_Status,Fare,Distance_KM,Duration_Minutes,Payment_Type,Cancellation_Reason
T006875,2026-02-03,07:33:00,L009,Vashi,L001,Andheri,D0224,V0019,Completed,69.88,1.19,20,UPI,
T006876,2026-03-19,17:09:00,L002,Bandra,L010,Nerul,D0296,V0058,Completed,109.34,3.05,23,UPI,
T006877,2026-05-16,10:01:00,L002,Bandra,L011,Airoli,D0214,V0215,Completed,241.35,13.0,90,UPI,
T006878,2026-06-04,17:31:00,L012,Ghansoli,L006,Dadar,D0198,V0270,Completed,162.73,8.04,38,UPI,
T006879,2026-03-28,08:11:00,L010,Nerul,L004,Kurla,D0049,V0133,Completed,314.07,15.38,95,Cash,
T006880,2026-02-23,12:39:00,L007,Borivali,L004,Kurla,D0142,V0245,Completed,189.84,10.49,53,Credit Card,
T006881,2026-04-24,06:38:00,L012,Ghansoli,L004,Kurla,D0293,V0049,Completed,161.03,7.14,51,Debit Card,
T006882,2026-02-20,00:30:00,L012,Ghansoli,L003,Powai,D0130,V0006,Completed,135.42,7.06,36,Cash,
T006883,2026-06-20,22:52:00,L011,Airoli,L005,Thane,D0005,V0221,Completed,133.85,4.27,42,Debit Card,
T006884,2026-06-21,21:27:00,L006,Dadar,L002,Bandra,D0252,V0075,Completed,152.66,5.69,38,Cash,
T006885,2026-05-28,07:08:00,L004,Kurla,L011,Airoli,D0197,V0167,Completed,81.01,2.41,21,Wallet,
T006886,2026-02-20,00:04:00,L012,Ghansoli,L006,Dadar,D0001,V0112,Cancelled,0.0,3.54,19,Wallet,Customer cancelled
T006887,2026-02-05,22:32:00,L004,Kurla,L005,Thane,D0104,V0198,Completed,94.34,2.88,24,UPI,
T006888,2026-06-01,19:55:00,L011,Airoli,L001,Andheri,D0194,V0219,Completed,168.39,6.51,43,Credit Card,
T006889,2026-01-05,21:26:00,L005,Thane,L007,Borivali,D0189,V0035,Completed,126.96,4.63,33,Cash,
T006890,2026-01-13,01:08:00,L009,Vashi,L004,Kurla,D0143,V0296,Cancelled,0.0,1.62,19,Credit Card,Long waiting time
T006891,2026-03-25,19:56:00,L001,Andheri,L008,Ghatkopar,D0159,V0088,Completed,231.21,9.55,60,UPI,
T006892,2026-02-20,18:37:00,L011,Airoli,L005,Thane,D0138,V0016,Cancelled,0.0,4.98,23,Credit Card,Driver cancelled
T006893,2026-05-16,23:36:00,L008,Ghatkopar,L010,Nerul,D0026,V0115,Cancelled,0.0,11.42,74,Wallet,Driver cancelled
T006894,2026-03-19,10:42:00,L003,Powai,L002,Bandra,D0207,V0299,Completed,217.87,9.14,65,Wallet,
T006895,2026-04-21,16:37:00,L008,Ghatkopar,L010,Nerul,D0120,V0151,Completed,400.63,22.68,157,Cash,
T006896,2026-04-03,15:08:00,L011,Airoli,L004,Kurla,D0044,V0162,Completed,130.35,6.55,53,Debit Card,
T006897,2026-06-01,10:04:00,L006,Dadar,L008,Ghatkopar,D0164,V0272,Completed,127.85,4.33,21,Credit Card,
T006898,2026-03-20,14:04:00,L003,Powai,L005,Thane,D0191,V0252,Completed,99.37,3.49,32,UPI,
T006899,2026-06-30,05:51:00,L001,Andheri,L011,Airoli,D0115,V0087,Completed,234.12,10.18,66,Debit Card,
T006900,2026-05-14,19:54:00,L007,Borivali,L012,Ghansoli,D0035,V0246,Completed,249.03,10.83,74,Cash,
T006901,2026-04-06,18:38:00,L012,Ghansoli,L002,Bandra,D0189,V0185,Completed,139.33,6.63,33,Cash,
T006902,2026-04-13,20:05:00,L008,Ghatkopar,L006,Dadar,D0147,V0074,Completed,177.86,7.91,63,Cash,
T006903,2026-02-12,05:57:00,L010,Nerul,L011,Airoli,D0041,V0070,Completed,228.83,13.24,68,Wallet,
T006904,2026-06-15,19:02:00,L012,Ghansoli,L007,Borivali,D0041,V0265,Completed,188.2,10.51,59,Wallet,
T006905,2026-03-31,15:01:00,L003,Powai,L012,Ghansoli,D0108,V0149,Completed,153.74,8.21,53,Debit Card,
T006906,2026-05-01,09:41:00,L010,Nerul,L012,Ghansoli,D0025,V0079,Completed,82.38,2.51,19,Cash,
T006907,2026-02-10,15:00:00,L004,Kurla,L002,Bandra,D0224,V0148,Completed,100.44,3.62,30,UPI,
T006908,2026-05-18,16:48:00,L006,Dadar,L011,Airoli,D0229,V0220,Completed,150.98,5.1,40,Credit Card,
T006909,2026-01-16,07:32:00,L007,Borivali,L005,Thane,D0175,V0287,Completed,129.67,5.34,34,Debit Card,
T006910,2026-04-15,19:15:00,L009,Vashi,L007,Borivali,D0046,V0283,Completed,106.05,3.89,24,UPI,
T006911,2026-06-11,19:56:00,L001,Andheri,L004,Kurla,D0074,V0184,Completed,109.58,3.54,30,Credit Card,
T006912,2026-02-20,17:11:00,L001,Andheri,L012,Ghansoli,D0167,V0212,Completed,153.39,5.5,39,UPI,
T006913,2026-06-05,08:09:00,L006,Dadar,L010,Nerul,D0252,V0127,Completed,164.72,7.37,40,UPI,
T006914,2026-01-11,12:51:00,L001,Andheri,L002,Bandra,D0044,V0120,Completed,173.4,9.28,40,Cash,
T006915,2026-03-05,11:19:00,L004,Kurla,L012,Ghansoli,D0253,V0133,Completed,72.79,1.5,19,Cash,
T006916,2026-04-10,15:19:00,L002,Bandra,L003,Powai,D0042,V0203,Completed,117.78,4.67,32,Debit Card,
T006917,2026-02-17,08:14:00,L010,Nerul,L011,Airoli,D0250,V0074,Completed,72.95,1.67,20,Debit Card,
T006918,2026-06-29,18:38:00,L010,Nerul,L007,Borivali,D0028,V0235,Completed,129.05,6.57,40,UPI,
T006919,2026-04-01,17:47:00,L008,Ghatkopar,L002,Bandra,D0031,V0272,Completed,138.4,6.5,41,Credit Card,
T006920,2026-05-28,18:34:00,L006,Dadar,L012,Ghansoli,D0033,V0187,Completed,126.47,6.12,32,Wallet,
T006921,2026-02-13,16:41:00,L006,Dadar,L004,Kurla,D0140,V0078,Completed,116.15,5.48,40,UPI,
T006922,2026-03-23,22:10:00,L012,Ghansoli,L011,Airoli,D0273,V0008,Completed,138.42,4.73,37,Debit Card,
T006923,2026-02-01,21:20:00,L008,Ghatkopar,L011,Airoli,D0234,V0298,Completed,136.85,6.14,44,Wallet,
T006924,2026-06-16,13:17:00,L010,Nerul,L003,Powai,D0268,V0222,Completed,205.6,9.43,63,Debit Card,
T006925,2026-05-11,01:11:00,L012,Ghansoli,L007,Borivali,D0194,V0292,Completed,111.36,5.0,25,Credit Card,
T006926,2026-04-25,13:57:00,L003,Powai,L012,Ghansoli,D0148,V0140,Completed,99.43,2.64,22,UPI,
T006927,2026-05-12,20:09:00,L006,Dadar,L002,Bandra,D0082,V0193,Completed,148.95,7.9,65,Wallet,
T006928,2026-02-16,20:10:00,L010,Nerul,L008,Ghatkopar,D0095,V0058,Completed,229.03,10.88,63,Debit Card,
T006929,2026-01-05,08:08:00,L010,Nerul,L007,Borivali,D0118,V0038,Completed,94.77,2.53,21,Credit Card,
T006930,2026-01-16,10:42:00,L001,Andheri,L012,Ghansoli,D0107,V0160,Cancelled,0.0,2.2,20,Wallet,Driver cancelled
T006931,2026-01-30,08:31:00,L008,Ghatkopar,L010,Nerul,D0111,V0267,Completed,95.5,2.45,21,Credit Card,
T006932,2026-02-08,04:34:00,L007,Borivali,L012,Ghansoli,D0153,V0253,Completed,156.95,6.08,39,Credit Card,
T006933,2026-03-05,01:44:00,L002,Bandra,L003,Powai,D0067,V0199,Completed,355.23,17.68,76,Credit Card,
T006934,2026-02-20,07:30:00,L001,Andheri,L011,Airoli,D0178,V0021,Completed,249.73,15.95,102,Debit Card,
T006935,2026-02-05,18:58:00,L010,Nerul,L004,Kurla,D0089,V0093,Completed,198.03,7.91,57,Credit Card,
T006936,2026-06-12,01:41:00,L008,Ghatkopar,L005,Thane,D0294,V0102,Completed,86.62,2.4,16,Cash,
T006937,2026-02-07,11:48:00,L003,Powai,L009,Vashi,D0256,V0142,Completed,312.07,15.83,105,Cash,
T006938,2026-02-23,07:30:00,L007,Borivali,L001,Andheri,D0106,V0093,Completed,351.01,16.36,96,Wallet,
T006939,2026-01-10,12:13:00,L011,Airoli,L009,Vashi,D0191,V0170,Completed,104.91,3.42,27,Debit Card,
T006940,2026-06-29,09:07:00,L009,Vashi,L011,Airoli,D0016,V0166,Completed,162.12,6.63,33,Debit Card,
T006941,2026-05-30,03:42:00,L005,Thane,L007,Borivali,D0103,V0162,Completed,227.56,10.84,59,Wallet,
T006942,2026-03-28,20:15:00,L008,Ghatkopar,L006,Dadar,D0123,V0112,Completed,298.59,14.54,89,Wallet,
T006943,2026-03-22,23:41:00,L011,Airoli,L004,Kurla,D0099,V0087,Completed,168.5,5.96,41,Cash,
T006944,2026-03-25,20:25:00,L010,Nerul,L009,Vashi,D0149,V0156,Completed,190.57,11.56,80,Credit Card,
T006945,2026-03-10,15:05:00,L011,Airoli,L003,Powai,D0243,V0279,Completed,168.24,8.44,60,Credit Card,
T006946,2026-05-22,12:41:00,L007,Borivali,L008,Ghatkopar,D0281,V0193,Completed,170.76,8.13,46,Credit Card,
T006947,2026-01-29,07:49:00,L001,Andheri,L012,Ghansoli,D0049,V0053,Completed,165.85,7.64,36,Cash,
T006948,2026-05-08,01:44:00,L011,Airoli,L012,Ghansoli,D0165,V0173,Completed,283.53,18.2,96,Credit Card,
T006949,2026-06-10,06:17:00,L003,Powai,L004,Kurla,D0276,V0215,Completed,166.35,6.9,35,UPI,
T006950,2026-02-27,17:35:00,L003,Powai,L006,Dadar,D0264,V0033,Completed,160.59,9.16,48,UPI,
T006951,2026-06-21,07:01:00,L006,Dadar,L001,Andheri,D0155,V0158,Completed,330.58,18.27,107,Credit Card,
T006952,2026-05-10,18:02:00,L011,Airoli,L012,Ghansoli,D0271,V0056,Completed,235.02,9.6,63,Credit Card,
T006953,2026-01-26,17:50:00,L003,Powai,L007,Borivali,D0098,V0150,Completed,117.09,4.48,31,Wallet,
T006954,2026-02-10,10:26:00,L009,Vashi,L003,Powai,D0162,V0274,Completed,133.61,6.4,41,UPI,
T006955,2026-04-05,04:43:00,L002,Bandra,L007,Borivali,D0012,V0012,Cancelled,0.0,3.67,27,Debit Card,Driver cancelled
T006956,2026-04-28,20:27:00,L012,Ghansoli,L002,Bandra,D0300,V0091,Completed,146.15,6.32,45,Debit Card,
T006957,2026-04-25,11:53:00,L006,Dadar,L011,Airoli,D0227,V0153,Completed,150.13,5.97,38,Debit Card,
T006958,2026-04-08,14:05:00,L002,Bandra,L007,Borivali,D0085,V0184,Completed,143.77,5.05,34,Wallet,
T006959,2026-04-12,08:56:00,L010,Nerul,L011,Airoli,D0042,V0275,Completed,187.03,7.64,55,Debit Card,
T006960,2026-03-29,17:15:00,L011,Airoli,L008,Ghatkopar,D0068,V0245,Completed,82.83,1.8,13,Credit Card,
T006961,2026-05-14,18:09:00,L001,Andheri,L008,Ghatkopar,D0038,V0106,Completed,378.49,20.78,117,Debit Card,
T006962,2026-06-21,16:19:00,L011,Airoli,L001,Andheri,D0228,V0300,Completed,132.87,6.05,41,UPI,
T006963,2026-01-27,08:13:00,L007,Borivali,L005,Thane,D0209,V0093,Completed,149.76,6.65,39,Debit Card,
T006964,2026-04-27,18:46:00,L001,Andheri,L007,Borivali,D0137,V0236,Completed,326.63,15.66,98,Cash,
T006965,2026-05-02,10:07:00,L012,Ghansoli,L007,Borivali,D0001,V0166,Completed,228.89,9.51,64,Wallet,
T006966,2026-04-25,18:58:00,L003,Powai,L004,Kurla,D0246,V0091,Completed,128.92,4.96,38,Wallet,
T006967,2026-04-02,14:09:00,L010,Nerul,L007,Borivali,D0178,V0109,Completed,144.29,5.47,43,UPI,
T006968,2026-06-08,10:30:00,L002,Bandra,L008,Ghatkopar,D0225,V0130,Completed,249.01,12.94,62,Credit Card,
T006969,2026-06-26,09:36:00,L010,Nerul,L007,Borivali,D0061,V0173,Completed,220.8,14.1,88,Wallet,
T006970,2026-01-04,09:13:00,L006,Dadar,L012,Ghansoli,D0275,V0117,Completed,105.03,4.58,32,Debit Card,
T006971,2026-06-21,20:02:00,L012,Ghansoli,L008,Ghatkopar,D0222,V0013,Completed,328.81,15.43,96,Credit Card,
T006972,2026-02-26,02:41:00,L012,Ghansoli,L008,Ghatkopar,D0097,V0144,Completed,85.03,1.94,17,Cash,
T006973,2026-01-22,23:34:00,L002,Bandra,L004,Kurla,D0103,V0031,Completed,258.09,16.73,86,Wallet,
T006974,2026-01-15,16:31:00,L012,Ghansoli,L006,Dadar,D0097,V0233,Cancelled,0.0,8.54,40,UPI,Driver unavailable
T006975,2026-02-11,22:27:00,L011,Airoli,L012,Ghansoli,D0225,V0137,Completed,242.61,15.3,99,Wallet,
T006976,2026-05-26,17:16:00,L003,Powai,L001,Andheri,D0197,V0078,Completed,209.22,10.17,58,Cash,
T006977,2026-06-20,21:53:00,L003,Powai,L009,Vashi,D0074,V0179,Cancelled,0.0,4.8,39,Credit Card,Customer cancelled
T006978,2026-02-09,02:12:00,L009,Vashi,L005,Thane,D0269,V0032,Completed,130.38,6.27,35,Debit Card,
T006979,2026-01-30,12:56:00,L002,Bandra,L010,Nerul,D0174,V0153,Completed,109.75,4.93,33,Credit Card,
T006980,2026-03-19,07:23:00,L011,Airoli,L001,Andheri,D0228,V0036,Completed,127.92,3.94,28,Credit Card,
T006981,2026-01-18,09:15:00,L006,Dadar,L005,Thane,D0237,V0205,Completed,218.66,9.24,53,Credit Card,
T006982,2026-03-18,19:46:00,L008,Ghatkopar,L007,Borivali,D0092,V0001,Completed,75.42,1.44,15,Credit Card,
T006983,2026-05-11,20:59:00,L008,Ghatkopar,L004,Kurla,D0234,V0009,Cancelled,0.0,6.01,38,UPI,Driver cancelled
T006984,2026-03-08,08:50:00,L007,Borivali,L005,Thane,D0043,V0247,Completed,156.98,7.18,50,Credit Card,
T006985,2026-03-31,16:58:00,L009,Vashi,L006,Dadar,D0012,V0064,Completed,80.12,1.51,22,Wallet,
T006986,2026-01-24,01:06:00,L001,Andheri,L003,Powai,D0194,V0126,Completed,151.55,8.39,49,UPI,
T006987,2026-06-04,17:28:00,L012,Ghansoli,L004,Kurla,D0291,V0140,Completed,171.83,10.15,61,Cash,
T006988,2026-06-03,03:43:00,L001,Andheri,L008,Ghatkopar,D0244,V0034,Cancelled,0.0,9.19,70,Wallet,Driver cancelled
T006989,2026-01-13,08:20:00,L001,Andheri,L011,Airoli,D0191,V0280,Cancelled,0.0,9.1,66,UPI,Customer cancelled
T006990,2026-03-06,09:25:00,L011,Airoli,L010,Nerul,D0146,V0107,Completed,154.71,7.31,54,Cash,
T006991,2026-03-25,15:37:00,L012,Ghansoli,L009,Vashi,D0114,V0005,Completed,94.29,3.12,23,Cash,
T006992,2026-05-11,07:51:00,L004,Kurla,L003,Powai,D0047,V0111,Completed,63.75,1.0,18,Debit Card,
T006993,2026-06-12,15:10:00,L003,Powai,L007,Borivali,D0239,V0089,Completed,148.82,5.89,34,Credit Card,
T006994,2026-02-19,13:18:00,L008,Ghatkopar,L006,Dadar,D0199,V0071,Completed,116.81,4.78,32,Credit Card,
T006995,2026-02-23,22:59:00,L009,Vashi,L011,Airoli,D0132,V0150,Completed,170.44,7.17,51,Credit Card,
T006996,2026-05-12,16:21:00,L007,Borivali,L004,Kurla,D0146,V0251,Completed,114.83,3.78,37,UPI,
T006997,2026-01-28,20:30:00,L008,Ghatkopar,L002,Bandra,D0030,V0280,Completed,250.12,13.4,98,UPI,
T006998,2026-04-12,12:01:00,L001,Andheri,L003,Powai,D0102,V0190,Completed,77.2,1.89,14,UPI,
T006999,2026-05-01,14:53:00,L005,Thane,L003,Powai,D0042,V0012,Completed,108.59,4.33,24,UPI,
T007000,2026-05-10,09:16:00,L010,Nerul,L011,Airoli,D0252,V0298,Completed,122.92,5.69,47,Wallet,
T007001,2026-01-11,14:34:00,L006,Dadar,L011,Airoli,D0260,V0166,Completed,167.47,9.26,73,Wallet,
T007002,2026-02-14,15:43:00,L011,Airoli,L003,Powai,D0061,V0237,Completed,224.16,9.29,70,UPI,
T007003,2026-02-28,22:55:00,L004,Kurla,L005,Thane,D0252,V0269,Completed,271.83,12.13,68,Debit Card,
T007004,2026-01-31,11:41:00,L001,Andheri,L002,Bandra,D0273,V0211,Completed,269.15,11.04,49,Wallet,
T007005,2026-01-04,22:31:00,L009,Vashi,L007,Borivali,D0036,V0050,Completed,154.19,5.96,41,Debit Card,
T007006,2026-04-26,02:19:00,L011,Airoli,L008,Ghatkopar,D0011,V0018,Completed,234.37,11.62,62,Credit Card,
T007007,2026-06-22,13:18:00,L007,Borivali,L003,Powai,D0070,V0178,Completed,143.05,6.01,41,UPI,
T007008,2026-05-25,16:36:00,L012,Ghansoli,L004,Kurla,D0279,V0111,Completed,71.43,1.77,16,Debit Card,
T007009,2026-05-10,19:36:00,L008,Ghatkopar,L001,Andheri,D0227,V0034,Completed,78.5,1.95,20,UPI,
T007010,2026-04-28,06:18:00,L012,Ghansoli,L001,Andheri,D0099,V0147,Completed,154.59,5.57,43,Debit Card,
T007011,2026-04-24,08:44:00,L002,Bandra,L012,Ghansoli,D0055,V0025,Completed,106.81,2.93,19,Cash,
T007012,2026-04-23,17:43:00,L003,Powai,L007,Borivali,D0039,V0177,Completed,171.57,6.29,53,Credit Card,
T007013,2026-04-13,17:05:00,L001,Andheri,L004,Kurla,D0104,V0153,Completed,202.36,11.26,49,Credit Card,
T007014,2026-02-23,19:12:00,L002,Bandra,L011,Airoli,D0244,V0159,Completed,127.16,5.18,31,Wallet,
T007015,2026-05-09,06:23:00,L012,Ghansoli,L008,Ghatkopar,D0290,V0047,Cancelled,0.0,1.22,21,Wallet,Wrong pickup location
T007016,2026-03-29,09:54:00,L008,Ghatkopar,L010,Nerul,D0075,V0277,Completed,235.56,9.66,74,Wallet,
T007017,2026-02-04,09:04:00,L008,Ghatkopar,L011,Airoli,D0096,V0253,Completed,119.88,4.78,33,Wallet,
T007018,2026-02-13,11:34:00,L005,Thane,L004,Kurla,D0143,V0095,Completed,122.59,5.69,39,Wallet,
T007019,2026-02-16,16:47:00,L003,Powai,L010,Nerul,D0049,V0133,Completed,353.33,24.56,163,Credit Card,
T007020,2026-03-14,21:13:00,L003,Powai,L002,Bandra,D0079,V0165,Completed,214.35,12.14,65,Credit Card,
T007021,2026-03-16,18:47:00,L010,Nerul,L003,Powai,D0090,V0031,Cancelled,0.0,14.06,86,UPI,Long waiting time
T007022,2026-01-08,20:37:00,L009,Vashi,L012,Ghansoli,D0139,V0027,Completed,130.48,5.28,35,Debit Card,
T007023,2026-02-11,09:48:00,L004,Kurla,L007,Borivali,D0300,V0126,Completed,383.58,21.23,126,Wallet,
T007024,2026-04-06,05:51:00,L004,Kurla,L005,Thane,D0109,V0186,Completed,98.85,3.42,35,Credit Card,
T007025,2026-03-15,20:00:00,L010,Nerul,L005,Thane,D0215,V0049,Completed,74.41,1.8,19,Debit Card,
T007026,2026-05-23,19:07:00,L009,Vashi,L008,Ghatkopar,D0050,V0167,Completed,334.44,23.62,145,Cash,
T007027,2026-03-17,03:26:00,L002,Bandra,L003,Powai,D0294,V0085,Completed,72.46,1.24,13,Debit Card,
T007028,2026-01-29,16:07:00,L006,Dadar,L008,Ghatkopar,D0239,V0227,Completed,115.34,4.8,28,Wallet,
T007029,2026-05-09,10:28:00,L010,Nerul,L012,Ghansoli,D0016,V0158,Completed,226.16,9.76,52,UPI,
T007030,2026-03-04,19:44:00,L012,Ghansoli,L006,Dadar,D0011,V0054,Completed,149.16,5.33,26,UPI,
T007031,2026-01-30,18:51:00,L005,Thane,L010,Nerul,D0121,V0144,Completed,115.98,4.11,41,Cash,
T007032,2026-02-05,06:10:00,L002,Bandra,L006,Dadar,D0039,V0053,Completed,171.66,6.91,40,Wallet,
T007033,2026-05-25,11:03:00,L007,Borivali,L006,Dadar,D0116,V0176,Completed,174.99,6.6,34,UPI,
T007034,2026-05-21,18:19:00,L011,Airoli,L006,Dadar,D0067,V0283,Completed,149.24,7.49,49,UPI,
T007035,2026-05-04,18:16:00,L008,Ghatkopar,L012,Ghansoli,D0009,V0247,Completed,249.55,14.91,92,Credit Card,
T007036,2026-06-05,21:16:00,L011,Airoli,L010,Nerul,D0280,V0297,Completed,181.48,10.14,77,UPI,
T007037,2026-01-13,14:36:00,L005,Thane,L002,Bandra,D0215,V0167,Completed,136.2,5.83,35,Wallet,
T007038,2026-03-31,05:51:00,L007,Borivali,L004,Kurla,D0173,V0153,Completed,177.19,8.18,64,Credit Card,
T007039,2026-02-26,02:19:00,L006,Dadar,L007,Borivali,D0239,V0177,Completed,69.45,1.0,20,Wallet,
T007040,2026-06-10,19:15:00,L003,Powai,L011,Airoli,D0154,V0108,Cancelled,0.0,6.13,40,Credit Card,Driver unavailable
T007041,2026-01-30,07:29:00,L005,Thane,L009,Vashi,D0052,V0197,Completed,190.32,8.64,64,Cash,
T007042,2026-01-07,11:42:00,L007,Borivali,L001,Andheri,D0171,V0295,Completed,99.92,3.79,30,UPI,
T007043,2026-05-28,14:17:00,L007,Borivali,L006,Dadar,D0202,V0106,Cancelled,0.0,4.92,35,UPI,Customer cancelled
T007044,2026-05-15,14:25:00,L002,Bandra,L012,Ghansoli,D0225,V0212,Completed,251.08,12.18,59,UPI,
T007045,2026-01-06,07:02:00,L009,Vashi,L008,Ghatkopar,D0160,V0017,Completed,90.05,2.89,29,Debit Card,
T007046,2026-03-27,17:01:00,L001,Andheri,L012,Ghansoli,D0128,V0033,Completed,254.0,12.4,75,Wallet,
T007047,2026-02-10,10:17:00,L003,Powai,L001,Andheri,D0263,V0194,Completed,343.04,18.33,120,Wallet,
T007048,2026-04-10,05:22:00,L007,Borivali,L004,Kurla,D0244,V0261,Cancelled,0.0,5.03,34,Wallet,Driver unavailable
T007049,2026-06-25,17:09:00,L008,Ghatkopar,L004,Kurla,D0089,V0257,Completed,102.85,2.93,30,Wallet,
T007050,2026-05-02,09:59:00,L005,Thane,L012,Ghansoli,D0001,V0268,Completed,113.96,3.95,30,UPI,
T007051,2026-06-03,16:28:00,L003,Powai,L007,Borivali,D0004,V0194,Completed,367.69,17.51,91,Wallet,
T007052,2026-06-03,19:30:00,L003,Powai,L009,Vashi,D0092,V0158,Completed,93.61,2.78,32,Debit Card,
T007053,2026-05-10,21:16:00,L003,Powai,L009,Vashi,D0276,V0251,Completed,104.01,2.93,25,Wallet,
T007054,2026-04-12,20:44:00,L003,Powai,L012,Ghansoli,D0152,V0063,Cancelled,0.0,1.22,12,Debit Card,Driver unavailable
T007055,2026-05-02,14:25:00,L010,Nerul,L007,Borivali,D0237,V0090,Completed,122.15,4.85,38,Debit Card,
T007056,2026-03-31,11:21:00,L002,Bandra,L005,Thane,D0221,V0185,Completed,158.38,7.66,44,UPI,
T007057,2026-06-02,21:22:00,L004,Kurla,L003,Powai,D0053,V0278,Completed,354.21,16.03,103,Credit Card,
T007058,2026-06-25,09:20:00,L011,Airoli,L009,Vashi,D0195,V0189,Completed,140.04,5.19,29,Wallet,
T007059,2026-01-12,13:06:00,L010,Nerul,L002,Bandra,D0253,V0146,Completed,230.36,9.56,74,Debit Card,
T007060,2026-06-09,14:21:00,L011,Airoli,L007,Borivali,D0194,V0243,Completed,119.16,4.01,37,Cash,
T007061,2026-03-18,20:43:00,L001,Andheri,L010,Nerul,D0234,V0180,Completed,92.92,2.49,18,Wallet,
T007062,2026-02-28,09:30:00,L005,Thane,L011,Airoli,D0298,V0187,Completed,260.33,14.63,58,UPI,
T007063,2026-05-19,20:40:00,L001,Andheri,L012,Ghansoli,D0220,V0019,Completed,182.67,7.5,63,Wallet,
T007064,2026-03-20,09:24:00,L004,Kurla,L005,Thane,D0270,V0205,Completed,215.43,10.11,67,Debit Card,
T007065,2026-06-04,23:12:00,L005,Thane,L001,Andheri,D0132,V0284,Completed,170.11,7.35,54,Credit Card,
T007066,2026-01-19,08:30:00,L001,Andheri,L008,Ghatkopar,D0268,V0241,Completed,82.12,1.73,19,UPI,
T007067,2026-03-13,05:32:00,L003,Powai,L007,Borivali,D0029,V0221,Completed,211.78,12.13,84,UPI,
T007068,2026-05-02,17:57:00,L007,Borivali,L005,Thane,D0205,V0256,Completed,120.21,3.82,36,Cash,
T007069,2026-01-01,11:41:00,L001,Andheri,L009,Vashi,D0020,V0005,Cancelled,0.0,9.21,49,UPI,Driver cancelled
T007070,2026-02-17,05:07:00,L002,Bandra,L010,Nerul,D0005,V0197,Completed,96.98,2.61,19,Wallet,
T007071,2026-01-11,17:51:00,L005,Thane,L003,Powai,D0126,V0077,Cancelled,0.0,2.78,27,Credit Card,Long waiting time
T007072,2026-04-13,10:02:00,L011,Airoli,L005,Thane,D0018,V0246,Completed,119.82,4.07,25,Wallet,
T007073,2026-02-06,07:10:00,L002,Bandra,L004,Kurla,D0168,V0067,Completed,114.14,3.27,28,Cash,
T007074,2026-03-29,16:09:00,L006,Dadar,L007,Borivali,D0063,V0261,Completed,79.45,2.39,26,Credit Card,
T007075,2026-04-27,20:30:00,L005,Thane,L002,Bandra,D0216,V0217,Completed,463.81,23.23,111,Wallet,
T007076,2026-03-20,18:33:00,L012,Ghansoli,L011,Airoli,D0138,V0246,Completed,161.25,6.71,47,Cash,
T007077,2026-04-18,22:06:00,L008,Ghatkopar,L011,Airoli,D0165,V0193,Completed,73.25,1.53,21,UPI,
T007078,2026-03-08,18:23:00,L006,Dadar,L011,Airoli,D0016,V0045,Completed,80.4,2.51,23,Credit Card,
T007079,2026-06-22,01:06:00,L008,Ghatkopar,L004,Kurla,D0117,V0235,Completed,109.15,3.46,28,Wallet,
T007080,2026-06-10,13:04:00,L004,Kurla,L002,Bandra,D0268,V0265,Completed,106.15,4.57,33,Debit Card,
T007081,2026-01-08,06:05:00,L011,Airoli,L010,Nerul,D0190,V0294,Completed,204.9,10.61,51,Cash,
T007082,2026-04-03,09:00:00,L010,Nerul,L005,Thane,D0080,V0015,Completed,192.69,7.66,50,Wallet,
T007083,2026-03-24,17:17:00,L005,Thane,L001,Andheri,D0282,V0007,Completed,160.88,6.58,48,Wallet,
T007084,2026-02-05,19:41:00,L006,Dadar,L005,Thane,D0297,V0219,Completed,81.37,1.86,15,Debit Card,
T007085,2026-05-03,07:52:00,L006,Dadar,L002,Bandra,D0278,V0257,Completed,207.67,9.43,64,Cash,
T007086,2026-03-19,19:05:00,L001,Andheri,L003,Powai,D0199,V0116,Completed,79.29,1.75,19,Credit Card,
T007087,2026-03-17,09:39:00,L011,Airoli,L008,Ghatkopar,D0007,V0230,Completed,126.55,5.66,35,Wallet,
T007088,2026-02-13,07:41:00,L012,Ghansoli,L005,Thane,D0016,V0290,Completed,209.22,8.03,42,Wallet,
T007089,2026-03-24,20:31:00,L005,Thane,L004,Kurla,D0270,V0074,Completed,159.23,8.23,55,Credit Card,
T007090,2026-05-29,23:59:00,L008,Ghatkopar,L007,Borivali,D0269,V0023,Completed,140.25,7.3,44,Credit Card,
T007091,2026-02-01,18:06:00,L005,Thane,L007,Borivali,D0299,V0081,Completed,199.06,7.52,48,Wallet,
T007092,2026-04-07,18:13:00,L005,Thane,L006,Dadar,D0259,V0249,Completed,172.16,7.09,41,Cash,
T007093,2026-05-15,11:45:00,L009,Vashi,L005,Thane,D0279,V0038,Completed,84.02,2.14,22,Wallet,
T007094,2026-04-28,08:34:00,L007,Borivali,L009,Vashi,D0270,V0016,Completed,79.59,2.04,20,UPI,
T007095,2026-03-27,08:29:00,L002,Bandra,L009,Vashi,D0226,V0044,Completed,188.27,11.34,45,Cash,
T007096,2026-01-01,20:15:00,L006,Dadar,L011,Airoli,D0069,V0244,Completed,203.23,11.45,58,Debit Card,
